datetime,open,high,low,close,volume
2021-12-16 21:30:00,338.98,344.46,333.74,334.9,22635025.0
2021-12-17 21:30:00,332.795,337.11,330.75,333.79,40012637.0
2021-12-20 21:30:00,329.775,329.9,322.53,325.45,17901783.0
2021-12-21 21:30:00,326.41,336.0,323.75,334.2,16116784.0
2021-12-22 21:30:00,333.8003,334.51,328.26,330.45,16764566.0
2021-12-23 21:30:00,330.1,336.67,328.36,335.24,13987698.0
2021-12-27 21:30:00,338.845,347.87,338.01,346.18,17795026.0
2021-12-28 21:30:00,346.63,352.71,345.2,346.22,16637608.0
2021-12-29 21:30:00,346.91,349.6899,341.6401,342.94,10747009.0
2021-12-30 21:30:00,344.0,347.23,343.22,344.36,10593347.0
2021-12-31 21:30:00,343.015,343.44,336.27,336.35,12870480.0
2022-01-03 21:30:00,338.295,341.0816,337.19,338.54,14562849.0
2022-01-04 21:30:00,339.95,343.0854,331.8711,336.53,15997974.0
2022-01-05 21:30:00,333.02,335.76,323.84,324.17,20564521.0
2022-01-06 21:30:00,322.82,339.165,322.72,332.46,27962809.0
2022-01-07 21:30:00,332.74,337.0,328.8801,331.79,14722020.0
2022-01-10 21:30:00,325.31,328.34,315.43,328.07,24942383.0
2022-01-11 21:30:00,326.78,334.63,325.28,334.37,16226847.0
2022-01-12 21:30:00,335.18,336.365,330.03,333.26,14104858.0
2022-01-13 21:30:00,334.98,335.63,325.76,326.48,14797109.0
2022-01-14 21:30:00,321.79,332.73,321.21,331.9,16868497.0
2022-01-18 21:30:00,323.29,324.21,317.64,318.15,22677332.0
2022-01-19 21:30:00,319.5822,327.1,319.33,319.59,20814740.0
2022-01-20 21:30:00,323.9,327.82,315.98,316.56,16925030.0
2022-01-21 21:30:00,314.81,318.31,303.04,303.17,28710717.0
2022-01-24 21:30:00,297.84,309.53,289.01,308.71,38936901.0
2022-01-25 21:30:00,299.95,306.23,297.58,300.15,25108454.0
2022-01-26 21:30:00,307.01,307.51,290.85,294.63,28348801.0
2022-01-27 21:30:00,297.752,301.709,294.26,294.64,21629922.0
2022-01-28 21:30:00,295.6204,301.9,293.0333,301.71,21871620.0
2022-01-31 21:30:00,300.68,313.79,299.32,313.26,21579474.0
2022-02-01 21:30:00,314.555,319.6598,312.12,319.0,18023796.0
2022-02-02 21:30:00,327.82,328.0,316.8747,323.0,58458280.0
2022-02-03 21:30:00,244.645,248.0,235.745,237.76,188119925.0
2022-02-04 21:30:00,234.97,242.6099,230.11,237.09,89342247.0
2022-02-07 21:30:00,237.7,238.3,224.01,224.91,88613826.0
2022-02-08 21:30:00,220.85,225.77,216.15,220.18,94729672.0
2022-02-09 21:30:00,224.2,233.37,222.21,232.0,86563275.0
2022-02-10 21:30:00,228.27,235.0,226.7,228.07,49310356.0
2022-02-11 21:30:00,228.46,230.42,218.7701,219.55,46156943.0
2022-02-14 21:30:00,219.31,221.0,214.78,217.7,38184035.0
2022-02-15 21:30:00,220.47,221.15,215.06,221.0,42685473.0
2022-02-16 21:30:00,212.41,217.46,212.36,216.54,45817457.0
2022-02-17 21:30:00,214.02,217.5,207.1601,207.71,38747533.0
2022-02-18 21:30:00,209.39,210.75,205.18,206.16,37128438.0
2022-02-22 21:30:00,202.34,207.48,200.06,202.08,39852391.0
2022-02-23 21:30:00,204.16,206.94,198.05,198.45,44481359.0
2022-02-24 21:30:00,191.06,208.35,190.22,207.6,49957167.0
2022-02-25 21:30:00,204.94,211.32,203.18,210.48,37627551.0
2022-02-28 21:30:00,207.675,213.1508,206.83,211.03,34239803.0
2022-03-01 21:30:00,209.87,211.7517,202.22,203.49,27094902.0
2022-03-02 21:30:00,204.775,209.15,202.02,208.11,29452147.0
2022-03-03 21:30:00,209.015,209.08,201.42,202.97,27263524.0
2022-03-04 21:30:00,202.37,205.89,198.79,200.06,32146264.0
2022-03-07 21:30:00,200.79,200.89,187.28,187.47,38560609.0
2022-03-08 21:30:00,187.85,196.7,186.11,190.29,37508149.0
2022-03-09 21:30:00,195.74,199.1,193.92,198.5,31894695.0
2022-03-10 21:30:00,194.84,196.28,191.068,195.21,24852975.0
2022-03-11 21:30:00,192.635,193.56,186.67,187.61,34694534.0
2022-03-14 20:30:00,187.03,192.29,185.82,186.63,31010462.0
2022-03-15 20:30:00,190.8,192.28,185.911,192.03,31721682.0
2022-03-16 20:30:00,194.7,203.73,194.52,203.63,40640264.0
2022-03-17 20:30:00,201.7,208.04,201.11,207.84,29499681.0
2022-03-18 20:30:00,206.7,216.8,206.0,216.49,52127982.0
2022-03-21 20:30:00,214.5,214.71,207.63,211.49,30142338.0
2022-03-22 20:30:00,211.37,219.46,210.18,216.65,31998799.0
2022-03-23 20:30:00,213.33,216.7988,212.16,213.46,23717321.0
2022-03-24 20:30:00,215.0,220.67,214.79,219.57,31502314.0
2022-03-25 20:30:00,220.51,225.5,218.8901,221.82,40039026.0
2022-03-28 20:30:00,222.13,224.04,219.54,223.59,26224141.0
2022-03-29 20:30:00,226.07,230.89,225.29,229.86,31417857.0
2022-03-30 20:30:00,228.91,231.151,226.71,227.85,25588046.0
2022-03-31 20:30:00,228.45,228.49,222.26,222.36,24192266.0
2022-04-01 20:30:00,224.55,227.28,222.7,224.85,19544758.0
2022-04-04 20:30:00,225.98,234.351,225.86,233.89,28100826.0
2022-04-05 20:30:00,234.08,236.86,231.02,231.84,29727181.0
2022-04-06 20:30:00,226.91,228.9899,221.405,223.3,28995080.0
2022-04-07 20:30:00,223.93,225.52,218.56,222.95,21037187.0
2022-04-08 20:30:00,222.38,225.13,220.0283,222.33,18375711.0
2022-04-11 20:30:00,218.42,220.61,215.2198,216.46,20516586.0
2022-04-12 20:30:00,220.235,222.03,213.13,214.14,20128827.0
2022-04-13 20:30:00,211.82,216.61,211.33,214.99,19231816.0
2022-04-14 20:30:00,214.89,214.99,210.0,210.18,18379455.0
2022-04-18 20:30:00,210.0,213.38,208.3,210.77,16580792.0
2022-04-19 20:30:00,210.52,218.4299,209.0,217.31,20089871.0
2022-04-20 20:30:00,213.605,214.16,198.92,200.42,43036528.0
2022-04-21 20:30:00,201.6,202.965,185.58,188.07,49954078.0
2022-04-22 20:30:00,190.37,192.72,183.27,184.11,36426769.0
2022-04-25 20:30:00,182.73,187.18,181.655,186.99,29281060.0
2022-04-26 20:30:00,186.63,187.185,179.5,180.95,31747434.0
2022-04-27 20:30:00,174.43,181.2099,169.0,174.95,71062886.0
2022-04-28 20:30:00,202.92,208.53,192.9,205.73,100890551.0
2022-04-29 20:30:00,204.46,212.48,199.9,200.47,49193434.0
2022-05-02 20:30:00,201.165,211.88,200.99,211.13,49915289.0
2022-05-03 20:30:00,210.45,214.8999,208.09,212.03,41556267.0
2022-05-04 20:30:00,210.65,224.3,206.96,223.41,41375881.0
2022-05-05 20:30:00,218.74,220.17,206.16,208.28,41129192.0
2022-05-06 20:30:00,207.34,209.38,201.02,203.77,34747158.0
2022-05-09 20:30:00,199.84,202.57,195.58,196.21,36303200.0
2022-05-10 20:30:00,199.51,202.96,194.19,197.65,34452491.0
2022-05-11 20:30:00,196.325,200.6742,188.27,188.74,31153383.0
2022-05-12 20:30:00,187.055,198.05,184.78,191.24,38262226.0
2022-05-13 20:30:00,192.58,199.89,191.28,198.62,24549844.0
2022-05-16 20:30:00,197.05,205.37,195.93,200.04,27112595.0
2022-05-17 20:30:00,202.115,205.46,198.36,202.62,24872729.0
2022-05-18 20:30:00,200.0,201.0,191.63,192.24,23959966.0
2022-05-19 20:30:00,191.2,195.29,189.6,191.29,24446938.0
2022-05-20 20:30:00,194.97,197.91,187.87,193.54,31465570.0
2022-05-23 20:30:00,195.19,196.9924,191.24,196.23,25059161.0
2022-05-24 20:30:00,180.55,183.6759,176.11,181.28,50406273.0
2022-05-25 20:30:00,180.4,185.45,179.32,183.83,28030194.0
2022-05-26 20:30:00,182.878,192.8301,182.26,191.63,23056455.0
2022-05-27 20:30:00,191.36,195.3329,189.8,195.13,22562727.0
2022-05-31 20:30:00,194.885,197.6,192.01,193.64,26131103.0
2022-06-01 20:30:00,196.51,199.53,185.0,188.64,36623495.0
2022-06-02 20:30:00,188.45,200.935,187.73,198.86,31951582.0
2022-06-03 20:30:00,195.98,196.61,189.78,190.78,19464993.0
2022-06-06 20:30:00,193.99,196.92,188.4,194.25,30574242.0
2022-06-07 20:30:00,191.93,196.53,191.49,195.65,18828687.0
2022-06-08 20:30:00,194.67,202.03,194.41,196.64,22267154.0
2022-06-09 20:30:00,194.28,199.45,183.68,184.0,23501579.0
2022-06-10 20:30:00,183.04,183.1,175.02,175.57,27478354.0
2022-06-13 20:30:00,170.59,172.575,164.03,164.26,31749304.0
2022-06-14 20:30:00,166.03,166.75,161.3601,163.73,27244274.0
2022-06-15 20:30:00,167.2,172.16,163.975,169.35,30008251.0
2022-06-16 20:30:00,163.72,165.08,159.61,160.87,26944143.0
2022-06-17 20:30:00,161.68,165.9,159.9,163.74,31374215.0
2022-06-21 20:30:00,165.93,167.76,155.97,157.05,50724899.0
2022-06-22 20:30:00,158.38,160.79,155.44,155.85,47596820.0
2022-06-23 20:30:00,156.27,159.75,154.25,158.75,40499198.0
2022-06-24 20:30:00,161.725,170.25,161.3,170.16,68736009.0
2022-06-27 20:30:00,171.32,171.75,168.01,169.49,29174559.0
2022-06-28 20:30:00,169.9,171.3,160.61,160.68,27788725.0
2022-06-29 20:30:00,163.57,166.33,160.32,163.94,28595236.0
2022-06-30 20:30:00,162.15,165.23,158.49,161.25,35250605.0
2022-07-01 20:30:00,160.31,160.62,155.0,160.03,31423933.0
2022-07-05 20:30:00,158.14,168.25,157.02,168.19,28664799.0
2022-07-06 20:30:00,168.2,171.59,165.46,169.77,23085921.0
2022-07-07 20:30:00,169.45,172.72,167.78,172.19,24083368.0
2022-07-08 20:30:00,169.98,172.4,168.1501,170.88,19249243.0
2022-07-11 20:30:00,167.065,167.49,161.91,162.88,21905133.0
2022-07-12 20:30:00,164.8,165.9107,162.1,163.27,16639659.0
2022-07-13 20:30:00,160.16,164.98,159.6127,163.49,16555138.0
2022-07-14 20:30:00,161.22,162.59,157.2801,158.05,23765168.0
2022-07-15 20:30:00,160.54,164.98,159.82,164.7,23342807.0
2022-07-18 20:30:00,166.75,171.685,165.64,167.23,23574337.0
2022-07-19 20:30:00,170.37,176.49,169.51,175.78,25933679.0
2022-07-20 20:30:00,177.485,183.6,176.7,183.09,24784274.0
2022-07-21 20:30:00,180.63,183.85,178.87,183.17,27195815.0
2022-07-22 20:30:00,173.07,175.5995,168.41,169.27,42583916.0
2022-07-25 20:30:00,169.0,170.57,164.805,166.65,26166326.0
2022-07-26 20:30:00,165.94,166.0,157.95,159.15,28468424.0
2022-07-27 20:30:00,162.59,170.87,162.02,169.58,43846557.0
2022-07-28 20:30:00,161.06,161.51,154.85,160.72,73214326.0
2022-07-29 20:30:00,157.69,160.14,155.17,159.1,42065395.0
2022-08-01 20:30:00,157.25,165.19,155.2301,159.93,40596702.0
2022-08-02 20:30:00,158.31,162.24,158.01,160.19,27374516.0
2022-08-03 20:30:00,162.69,169.54,161.57,168.8,31717527.0
2022-08-04 20:30:00,168.295,172.15,166.8,170.57,23938212.0
2022-08-05 20:30:00,166.99,171.612,165.8,167.11,25832701.0
2022-08-08 20:30:00,168.0,177.51,167.13,170.25,27299113.0
2022-08-09 20:30:00,168.95,169.53,166.6,168.53,18655056.0
2022-08-10 20:30:00,175.99,180.48,173.95,178.34,30262132.0
2022-08-11 20:30:00,179.71,183.1,176.37,177.49,24079062.0
2022-08-12 20:30:00,180.81,181.4572,178.911,180.5,21274046.0
2022-08-15 20:30:00,178.96,181.44,178.2,180.89,15878671.0
2022-08-16 20:30:00,179.44,180.99,177.035,179.47,21156710.0
2022-08-17 20:30:00,176.76,178.14,174.17,174.85,20118133.0
2022-08-18 20:30:00,174.34,175.76,171.86,174.66,18844451.0
2022-08-19 20:30:00,170.2,172.32,167.05,167.96,26240799.0
2022-08-22 20:30:00,165.49,165.49,162.26,163.05,19499711.0
2022-08-23 20:30:00,162.48,165.05,160.7,161.11,18111777.0
2022-08-24 20:30:00,160.6,165.46,159.77,163.26,20891481.0
2022-08-25 20:30:00,165.18,168.88,164.02,168.78,15550514.0
2022-08-26 20:30:00,168.48,170.92,161.6726,161.78,24023633.0
2022-08-29 20:30:00,160.655,163.05,159.01,159.17,20052661.0
2022-08-30 20:30:00,160.355,161.66,155.91,157.16,19567948.0
2022-08-31 20:30:00,167.07,167.84,162.14,162.93,40952975.0
2022-09-01 20:30:00,163.58,167.3599,160.345,165.36,30145683.0
2022-09-02 20:30:00,167.45,167.93,159.22,160.32,22634191.0
2022-09-06 20:30:00,160.1,161.69,157.69,158.54,19339781.0
2022-09-07 20:30:00,157.76,160.955,156.81,160.39,16831182.0
2022-09-08 20:30:00,158.71,162.23,157.74,162.06,22530785.0
2022-09-09 20:30:00,163.248,169.54,163.02,169.15,22129802.0
2022-09-12 20:30:00,167.39,171.39,167.28,168.96,23220405.0
2022-09-13 20:30:00,161.54,161.63,152.67,153.13,44444061.0
2022-09-14 20:30:00,153.33,153.54,149.05,151.47,43064195.0
2022-09-15 20:30:00,149.8,154.1984,148.7,149.55,34606348.0
2022-09-16 20:30:00,148.05,148.58,144.2935,146.29,40122824.0
2022-09-19 20:30:00,145.235,148.58,145.1,148.02,22169477.0
2022-09-20 20:30:00,145.775,148.84,145.22,146.09,23217350.0
2022-09-21 20:30:00,146.39,149.6,142.0,142.12,38338614.0
2022-09-22 20:30:00,141.55,144.58,140.87,142.82,34418521.0
2022-09-23 20:30:00,141.42,142.62,138.89,140.41,31710685.0
2022-09-26 20:30:00,140.12,142.24,136.19,136.37,30497021.0
2022-09-27 20:30:00,137.92,139.42,134.1201,134.4,30826471.0
2022-09-28 20:30:00,134.62,142.03,134.27,141.61,32658478.0
2022-09-29 20:30:00,139.36,139.84,135.2,136.41,38985414.0
2022-09-30 20:30:00,136.05,140.99,135.5,135.68,33166393.0
2022-10-03 20:30:00,137.14,139.62,136.1,138.61,27723063.0
2022-10-04 20:30:00,140.49,142.3901,139.34,140.28,34670729.0
2022-10-05 20:30:00,138.24,140.21,134.78,138.98,27979348.0
2022-10-06 20:30:00,137.715,141.45,136.6,139.07,36231056.0
2022-10-07 20:30:00,136.76,138.29,132.44,133.45,33214773.0
2022-10-10 20:30:00,133.55,136.11,131.87,133.79,24023982.0
2022-10-11 20:30:00,131.62,132.66,126.99,128.54,38481403.0
2022-10-12 20:30:00,128.32,129.67,126.25,127.5,34605245.0
2022-10-13 20:30:00,123.53,131.14,122.5301,130.29,34325715.0
2022-10-14 20:30:00,131.0,131.79,126.52,126.76,23559407.0
2022-10-17 20:30:00,130.3,134.79,130.18,134.04,29612245.0
2022-10-18 20:30:00,137.085,137.8399,131.4,132.8,25444979.0
2022-10-19 20:30:00,132.89,137.0,132.22,133.23,30691047.0
2022-10-20 20:30:00,132.93,136.77,131.31,131.53,26356276.0
2022-10-21 20:30:00,126.31,130.12,125.44,130.01,46348647.0
2022-10-24 20:30:00,127.25,133.48,124.57,129.72,63563447.0
2022-10-25 20:30:00,130.875,138.35,130.59,137.51,38433219.0
2022-10-26 20:30:00,131.68,135.55,128.53,129.82,89294679.0
2022-10-27 20:30:00,97.975,102.5,96.38,97.94,232316571.0
2022-10-28 20:30:00,99.58,100.85,97.51,99.2,95928306.0
2022-10-31 20:30:00,98.22,99.32,92.6,93.16,121361444.0
2022-11-01 20:30:00,94.33,97.49,93.55,95.2,110189617.0
2022-11-02 20:30:00,94.205,95.2,90.48,90.54,71821058.0
2022-11-03 20:30:00,90.08,90.4576,88.41,88.91,60664012.0
2022-11-04 20:30:00,90.35,91.39,88.09,90.79,55638061.0
2022-11-07 21:30:00,94.78,96.88,93.1,96.72,81987295.0
2022-11-08 21:30:00,95.92,97.8,94.79,96.47,52088320.0
2022-11-09 21:30:00,101.72,104.9,100.74,101.47,107677284.0
2022-11-10 21:30:00,107.12,112.75,104.61,111.87,80670961.0
2022-11-11 21:30:00,109.23,114.9,108.81,113.02,59961742.0
2022-11-14 21:30:00,110.99,116.27,110.8,114.22,53394974.0
2022-11-15 21:30:00,116.07,118.74,114.4116,117.08,50670499.0
2022-11-16 21:30:00,114.5,116.075,112.66,113.23,33287773.0
2022-11-17 21:30:00,110.41,112.33,109.8,111.45,35093822.0
2022-11-18 21:30:00,113.8,114.32,110.62,112.05,33357707.0
2022-11-21 21:30:00,111.52,112.3699,109.19,109.86,24351074.0
2022-11-22 21:30:00,109.86,111.62,108.3216,111.44,29028963.0
2022-11-23 21:30:00,111.72,112.67,110.73,112.24,21343083.0
2022-11-25 21:30:00,111.3,112.73,111.02,111.41,12007566.0
2022-11-28 21:30:00,110.78,112.04,108.38,108.78,23332816.0
2022-11-29 21:30:00,109.54,110.94,108.5437,109.46,23899238.0
2022-11-30 21:30:00,109.505,118.16,109.38,118.1,43348557.0
2022-12-01 21:30:00,119.198,121.2,118.4,120.44,36551374.0
2022-12-02 21:30:00,117.83,124.04,117.61,123.49,39950464.0
2022-12-05 21:30:00,121.75,124.67,121.35,122.43,35474884.0
2022-12-06 21:30:00,119.91,120.55,113.74,114.12,43689183.0
2022-12-07 21:30:00,113.76,115.88,112.88,113.93,29461137.0
2022-12-08 21:30:00,116.39,117.34,114.59,115.33,30619418.0
2022-12-09 21:30:00,115.3,117.54,113.87,115.9,26033353.0
2022-12-12 21:30:00,115.18,115.72,113.14,114.71,24747064.0
2022-12-13 21:30:00,122.13,123.3,118.64,120.15,44701054.0
2022-12-14 21:30:00,119.39,124.14,119.39,121.59,36922037.0
2022-12-15 21:30:00,118.33,118.625,114.01,116.15,34530970.0
2022-12-16 21:30:00,120.23,123.31,118.8214,119.43,67064001.0
2022-12-19 21:30:00,116.83,117.8,114.331,114.48,29769875.0
2022-12-20 21:30:00,113.26,117.33,112.46,117.09,28742501.0
2022-12-21 21:30:00,116.7,120.34,115.62,119.76,20392799.0
2022-12-22 21:30:00,117.2,118.62,114.38,117.12,23618121.0
2022-12-23 21:30:00,116.03,118.175,115.535,118.04,17796625.0
2022-12-27 21:30:00,117.93,118.6,116.0501,116.88,21392311.0
2022-12-28 21:30:00,116.25,118.15,115.51,115.62,19612473.0
2022-12-29 21:30:00,116.4,121.03,115.77,120.26,22366192.0
2022-12-30 21:30:00,118.16,120.42,117.74,120.34,19583825.0
2023-01-03 21:30:00,122.82,126.37,122.28,124.74,35528531.0
2023-01-04 21:30:00,127.38,129.0498,125.85,127.37,32397094.0
2023-01-05 21:30:00,126.125,128.52,124.54,126.94,25447099.0
2023-01-06 21:30:00,128.97,130.33,126.04,130.02,27584498.0
2023-01-09 21:30:00,131.16,132.95,129.28,129.47,26649145.0
2023-01-10 21:30:00,127.27,133.44,127.15,132.99,28684431.0
2023-01-11 21:30:00,130.96,133.8494,130.34,132.89,25423046.0
2023-01-12 21:30:00,133.44,137.6781,131.76,136.71,30757732.0
2023-01-13 21:30:00,134.97,137.39,134.835,136.98,22423839.0
2023-01-17 21:30:00,136.176,136.75,134.25,135.36,21147587.0
2023-01-18 21:30:00,135.81,137.25,132.8,133.02,20215486.0
2023-01-19 21:30:00,132.49,137.45,132.14,136.15,28625232.0
2023-01-20 21:30:00,135.89,139.94,134.61,139.37,28688630.0
2023-01-23 21:30:00,139.29,143.76,138.66,143.27,27470093.0
2023-01-24 21:30:00,141.69,145.0,141.36,143.14,21970190.0
2023-01-25 21:30:00,141.22,143.17,140.31,141.5,26622021.0
2023-01-26 21:30:00,144.4,147.51,143.3,147.3,25482084.0
2023-01-27 21:30:00,148.237,153.19,147.39,151.74,35771865.0
2023-01-30 21:30:00,149.405,151.1233,146.95,147.06,28040100.0
2023-01-31 21:30:00,147.95,149.88,147.52,148.97,29842109.0
2023-02-01 21:30:00,148.03,153.58,147.06,153.12,55661017.0
2023-02-02 21:30:00,183.38,197.16,180.16,188.77,150475687.0
2023-02-03 21:30:00,183.465,196.77,182.89,186.53,76809701.0
2023-02-06 21:30:00,186.53,190.7,185.5156,186.06,42483811.0
2023-02-07 21:30:00,185.575,193.7799,184.4,191.62,47080662.0
2023-02-08 21:30:00,190.0,190.83,182.92,183.43,36139074.0
2023-02-09 21:30:00,186.13,186.65,177.27,177.92,37118811.0
2023-02-10 21:30:00,176.3534,178.89,173.35,174.15,33433567.0
2023-02-13 21:30:00,178.215,181.0,175.82,179.43,31463223.0
2023-02-14 21:30:00,177.16,181.5064,175.88,179.48,24034631.0
2023-02-15 21:30:00,176.415,178.19,175.33,177.16,25337966.0
2023-02-16 21:30:00,172.75,175.85,171.79,172.44,25827473.0
2023-02-17 21:30:00,170.22,173.18,169.7,172.88,24171260.0
2023-02-21 21:30:00,174.31,178.17,171.88,172.08,34592582.0
2023-02-22 21:30:00,171.07,172.755,169.69,171.12,22433158.0
2023-02-23 21:30:00,172.0,173.69,169.38,172.04,20017779.0
2023-02-24 21:30:00,168.64,170.72,167.66,170.39,19791334.0
2023-02-27 21:30:00,171.875,173.12,169.06,169.54,19277002.0
2023-02-28 21:30:00,171.9,177.55,171.87,174.94,46051117.0
2023-03-01 21:30:00,174.59,177.85,173.05,173.42,30998380.0
2023-03-02 21:30:00,172.38,175.01,171.43,174.53,17360708.0
2023-03-03 21:30:00,178.92,186.62,177.05,185.25,45877692.0
2023-03-06 21:30:00,188.0,189.66,184.64,184.9,33209394.0
2023-03-07 21:30:00,189.0,190.36,184.01,184.51,36701495.0
2023-03-08 21:30:00,182.87,185.26,181.34,184.97,19432405.0
2023-03-09 21:30:00,186.35,188.93,180.3,181.69,26582750.0
2023-03-10 21:30:00,181.01,184.77,178.8,179.51,25665032.0
2023-03-13 20:30:00,177.96,183.78,174.82,180.9,24727969.0
2023-03-14 20:30:00,187.58,194.32,186.56,194.02,41642627.0
2023-03-15 20:30:00,192.95,197.78,190.8351,197.75,42123552.0
2023-03-16 20:30:00,198.26,205.76,196.0886,204.93,50819659.0
2023-03-17 20:30:00,200.56,201.9,195.4304,195.61,50141098.0
2023-03-20 20:30:00,198.48,199.36,193.64,197.81,25186315.0
2023-03-21 20:30:00,203.2,203.55,197.95,202.16,31826952.0
2023-03-22 20:30:00,202.5,207.37,199.67,199.81,28477759.0
2023-03-23 20:30:00,202.84,207.88,202.15,204.28,27389669.0
2023-03-24 20:30:00,205.18,207.58,203.55,206.01,27733042.0
2023-03-27 20:30:00,204.81,205.86,201.36,202.84,18527184.0
2023-03-28 20:30:00,200.15,201.03,197.9,200.68,19127295.0
2023-03-29 20:30:00,203.56,205.72,202.5355,205.35,18851137.0
2023-03-30 20:30:00,203.38,208.09,202.82,207.84,22608303.0
2023-03-31 20:30:00,207.24,212.17,206.77,211.94,25440273.0
2023-04-03 20:30:00,208.84,213.4861,208.2,213.07,17924613.0
2023-04-04 20:30:00,213.39,216.24,212.54,214.72,21026367.0
2023-04-05 20:30:00,214.15,215.19,209.94,211.48,19396630.0
2023-04-06 20:30:00,209.25,216.94,208.65,216.1,26104411.0
2023-04-10 20:30:00,214.71,215.66,210.66,214.75,16106074.0
2023-04-11 20:30:00,215.48,216.02,213.41,213.85,16710101.0
2023-04-12 20:30:00,214.835,216.84,212.584,214.0,18972172.0
2023-04-13 20:30:00,215.73,221.15,215.69,220.35,23310357.0
2023-04-14 20:30:00,217.88,222.11,217.55,221.49,21591207.0
2023-04-17 20:30:00,219.79,220.979,217.13,218.86,15481874.0
2023-04-18 20:30:00,219.91,220.44,216.21,217.89,12280984.0
2023-04-19 20:30:00,213.472,217.33,212.93,215.7,15898078.0
2023-04-20 20:30:00,213.48,216.75,212.77,213.07,16475443.0
2023-04-21 20:30:00,210.21,213.41,209.58,212.89,17717166.0
2023-04-24 20:30:00,213.675,213.92,210.71,212.79,15750920.0
2023-04-25 20:30:00,210.815,211.26,207.13,207.55,19198175.0
2023-04-26 20:30:00,212.5,214.11,208.88,209.4,41992726.0
2023-04-27 20:30:00,239.89,241.685,236.77,238.56,71196531.0
2023-04-28 20:30:00,239.01,240.43,235.75,240.32,39554036.0
2023-05-01 20:30:00,238.615,244.0,236.46,243.18,29143912.0
2023-05-02 20:30:00,243.18,244.92,238.99,239.24,24350149.0
2023-05-03 20:30:00,239.47,241.75,232.75,237.03,34463859.0
2023-05-04 20:30:00,236.06,238.2,232.9264,233.52,17889391.0
2023-05-05 20:30:00,232.24,234.68,229.85,232.78,27000480.0
2023-05-08 20:30:00,231.415,235.62,230.27,233.27,16400526.0
2023-05-09 20:30:00,231.46,235.88,231.08,233.37,16865587.0
2023-05-10 20:30:00,236.17,236.75,230.72,233.08,19119007.0
2023-05-11 20:30:00,233.05,238.21,232.3,235.79,20448991.0
2023-05-12 20:30:00,236.74,236.9599,231.45,233.81,16161447.0
2023-05-15 20:30:00,236.92,240.255,235.33,238.86,20653229.0
2023-05-16 20:30:00,235.79,239.635,235.52,238.82,18163772.0
2023-05-17 20:30:00,238.45,243.8423,238.14,242.485,21193080.0
2023-05-18 20:30:00,241.3,247.0881,241.19,246.85,22943297.0
2023-05-19 20:30:00,247.47,248.69,243.41,245.64,21733581.0
2023-05-22 20:30:00,245.41,253.57,245.12,248.32,27738479.0
2023-05-23 20:30:00,246.81,251.61,246.65,246.74,17748115.0
2023-05-24 20:30:00,245.28,249.5892,244.952,249.21,17724338.0
2023-05-25 20:30:00,253.4,255.62,249.17,252.69,22371435.0
2023-05-26 20:30:00,252.93,262.3107,252.71,262.04,25768663.0
2023-05-30 20:30:00,265.25,268.65,261.29,262.52,23816483.0
2023-05-31 20:30:00,260.0,265.0,258.45,264.72,25473690.0
2023-06-01 20:30:00,265.9,274.0,265.89,272.61,25609508.0
2023-06-02 20:30:00,272.66,275.35,271.12,272.61,19416930.0
2023-06-05 20:30:00,270.3,275.57,269.56,271.39,20742946.0
2023-06-06 20:30:00,270.14,276.57,269.69,271.12,19419010.0
2023-06-07 20:30:00,271.67,274.25,262.8,263.6,26163627.0
2023-06-08 20:30:00,260.62,267.65,258.88,264.58,20899359.0
2023-06-09 20:30:00,262.48,267.949,261.7,264.95,16949794.0
2023-06-12 20:30:00,267.17,271.75,265.33,271.05,15471702.0
2023-06-13 20:30:00,274.88,275.72,269.0923,271.32,16164024.0
2023-06-14 20:30:00,271.89,274.99,268.315,273.35,19175066.0
2023-06-15 20:30:00,272.3,283.99,271.42,281.83,25973455.0
2023-06-16 20:30:00,284.75,287.85,280.13,281.0,43127731.0
2023-06-20 20:30:00,278.73,284.8,276.22,284.33,20701589.0
2023-06-21 20:30:00,283.53,284.0,278.36,281.64,20556170.0
2023-06-22 20:30:00,279.08,285.26,277.79,284.88,17563061.0
2023-06-23 20:30:00,281.51,289.67,278.95,288.73,51092038.0
2023-06-26 20:30:00,288.7,289.79,277.6,278.47,24232651.0
2023-06-27 20:30:00,282.01,289.345,280.655,287.05,26108260.0
2023-06-28 20:30:00,284.82,289.55,284.06,285.29,16722117.0
2023-06-29 20:30:00,284.5,286.57,280.69,281.53,15395690.0
2023-06-30 20:30:00,284.76,289.05,284.415,286.98,19694872.0
2023-07-03 20:30:00,286.7,289.4,284.8499,286.02,8629269.0
2023-07-05 20:30:00,287.65,298.12,286.36,294.37,33865457.0
2023-07-06 20:30:00,295.885,298.12,291.31,291.99,47733829.0
2023-07-07 20:30:00,292.18,296.2,288.66,290.53,25585975.0
2023-07-10 20:30:00,295.55,298.13,287.05,294.1,37058306.0
2023-07-11 20:30:00,293.9,300.18,291.9,298.29,27585918.0
2023-07-12 20:30:00,301.745,309.45,300.1004,309.34,36677127.0
2023-07-13 20:30:00,313.62,316.24,310.2901,313.41,30280972.0
2023-07-14 20:30:00,311.79,314.88,307.3612,308.87,23054108.0
2023-07-17 20:30:00,307.54,311.71,304.71,310.62,25323126.0
2023-07-18 20:30:00,310.875,314.2,307.6188,312.05,20764580.0
